tanggal,stasiun,curah_hujan,suhu,kelembapan,kecepatan_angin,arah_angin,gelombang_signifikan,arus_laut,arah_arus_laut,latitude,longitude
2024-01-26,Stasiun Meteorologi Perak 1,0.0,28.3,81.0,5.88614,295,0.0,2.22692,81,-7.223150593,112.7240614
2024-01-26,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.0,81.0,6.07646,294,0.0,2.22692,81,-7.204320905,112.7351022
2024-01-27,Stasiun Meteorologi Juanda,0.0,28.9,78.0,5.32751,293,0.0,3.95529,103,-7.37235119,112.7816993
2024-01-27,Stasiun Meteorologi Perak 1,3.0,29.3,76.0,6.16273,291,0.0,2.24424,107,-7.223150593,112.7240614
2024-01-27,Stasiun Meteorologi Maritim Tanjung Perak,4.0,29.9,75.0,6.44546,291,0.0,2.24424,107,-7.204320905,112.7351022
2024-01-28,Stasiun Meteorologi Juanda,0.0,28.5,81.0,4.54489,288,0.0,5.63538,26,-7.37235119,112.7816993
2024-01-28,Stasiun Meteorologi Perak 1,0.0,28.8,79.0,5.46802,287,0.0,2.10251,72,-7.223150593,112.7240614
2024-01-28,Stasiun Meteorologi Maritim Tanjung Perak,2.2,28.8,80.0,5.6627,286,0.0,2.10251,72,-7.204320905,112.7351022
2024-01-29,Stasiun Meteorologi Juanda,1.0,27.0,90.0,1.53081,186,0.0,1.23966,40,-7.37235119,112.7816993
2024-01-29,Stasiun Meteorologi Perak 1,0.0,27.8,85.0,1.44137,251,0.0,1.30495,94,-7.223150593,112.7240614
2024-01-29,Stasiun Meteorologi Maritim Tanjung Perak,7.0,28.2,84.0,1.52276,252,0.0,1.30495,94,-7.204320905,112.7351022
2024-01-30,Stasiun Meteorologi Juanda,73.0,27.1,90.0,4.04299,261,0.0,1.58995,103,-7.37235119,112.7816993
2024-01-30,Stasiun Meteorologi Perak 1,4.2,27.8,85.0,4.54504,254,0.0,1.76777,98,-7.223150593,112.7240614
2024-01-30,Stasiun Meteorologi Maritim Tanjung Perak,5.0,28.5,83.0,4.67297,252,0.0,1.76777,98,-7.204320905,112.7351022
2024-01-31,Stasiun Meteorologi Juanda,34.0,26.9,87.0,5.3597,297,0.0,2.52004,39,-7.37235119,112.7816993
2024-01-31,Stasiun Meteorologi Perak 1,8.7,27.3,86.0,4.55357,287,0.0,1.45659,84,-7.223150593,112.7240614
2024-01-31,Stasiun Meteorologi Maritim Tanjung Perak,5.7,27.8,84.0,4.64199,286,0.0,1.45659,84,-7.204320905,112.7351022
2024-02-01,Stasiun Meteorologi Juanda,27.2,27.2,88.0,0.0,270,0.0,1.39377,69,-7.37235119,112.7816993
2024-02-01,Stasiun Meteorologi Perak 1,27.0,28.6,81.0,0.0,270,0.0,1.20329,95,-7.223150593,112.7240614
2024-02-01,Stasiun Meteorologi Maritim Tanjung Perak,40.5,29.0,79.0,0.0,270,0.0,1.20329,95,-7.204320905,112.7351022
2024-02-02,Stasiun Meteorologi Juanda,24.0,28.3,82.0,0.0,270,0.0,2.45002,89,-7.37235119,112.7816993
2024-02-02,Stasiun Meteorologi Perak 1,2.0,28.3,83.0,0.0,270,0.0,1.96497,97,-7.223150593,112.7240614
2024-02-02,Stasiun Meteorologi Maritim Tanjung Perak,2.8,28.9,80.0,0.0,270,0.0,1.96497,97,-7.204320905,112.7351022
2024-02-03,Stasiun Meteorologi Juanda,0.0,27.9,83.0,0.0,270,0.0,2.81667,33,-7.37235119,112.7816993
2024-02-03,Stasiun Meteorologi Perak 1,0.4,28.2,81.0,0.0,270,0.0,1.62487,79,-7.223150593,112.7240614
2024-02-03,Stasiun Meteorologi Maritim Tanjung Perak,4.6,28.7,78.0,0.0,270,0.0,1.62487,79,-7.204320905,112.7351022
2024-02-04,Stasiun Meteorologi Juanda,5.0,27.4,84.0,0.0,270,0.0,4.42767,25,-7.37235119,112.7816993
2024-02-04,Stasiun Meteorologi Perak 1,0.1,28.2,81.0,0.0,270,0.0,2.10251,72,-7.223150593,112.7240614
2024-02-04,Stasiun Meteorologi Maritim Tanjung Perak,1.2,28.5,79.0,0.0,270,0.0,2.10251,72,-7.204320905,112.7351022
2024-02-05,Stasiun Meteorologi Juanda,16.6,27.4,82.0,0.0,270,0.0,5.27376,31,-7.37235119,112.7816993
2024-02-05,Stasiun Meteorologi Perak 1,4.6,27.5,82.0,0.0,270,0.0,2.53341,75,-7.223150593,112.7240614
2024-02-05,Stasiun Meteorologi Maritim Tanjung Perak,7.3,27.9,81.0,0.0,270,0.0,2.53341,75,-7.204320905,112.7351022
2024-02-06,Stasiun Meteorologi Juanda,60.3,27.1,86.0,0.0,270,0.0,5.50892,24,-7.37235119,112.7816993
2024-02-06,Stasiun Meteorologi Perak 1,166.0,27.4,85.0,0.0,270,0.0,2.35727,73,-7.223150593,112.7240614
2024-02-06,Stasiun Meteorologi Maritim Tanjung Perak,148.6,27.9,82.0,0.0,270,0.0,2.35727,73,-7.204320905,112.7351022
2024-02-07,Stasiun Meteorologi Juanda,33.8,27.7,84.0,0.0,270,0.0,4.23106,33,-7.37235119,112.7816993
2024-02-07,Stasiun Meteorologi Perak 1,35.7,28.0,84.0,0.0,270,0.0,2.2179,76,-7.223150593,112.7240614
2024-02-07,Stasiun Meteorologi Maritim Tanjung Perak,28.8,28.4,82.0,0.0,270,0.0,2.2179,76,-7.204320905,112.7351022
2024-02-08,Stasiun Meteorologi Juanda,0.0,28.0,82.0,0.0,270,0.0,1.63418,67,-7.37235119,112.7816993
2024-02-08,Stasiun Meteorologi Perak 1,0.0,28.2,80.0,0.0,270,0.0,1.54323,115,-7.223150593,112.7240614
2024-02-08,Stasiun Meteorologi Maritim Tanjung Perak,0.0,28.6,78.0,0.0,270,0.0,1.54323,115,-7.204320905,112.7351022
2024-02-09,Stasiun Meteorologi Juanda,0.3,28.7,81.0,0.0,270,0.0,2.19102,117,-7.37235119,112.7816993
2024-02-09,Stasiun Meteorologi Perak 1,3.0,28.8,78.0,0.0,270,0.0,1.81109,114,-7.223150593,112.7240614
2024-02-09,Stasiun Meteorologi Maritim Tanjung Perak,0.8,29.4,77.0,0.0,270,0.0,1.81109,114,-7.204320905,112.7351022
2024-02-10,Stasiun Meteorologi Juanda,7.8,27.1,88.0,0.0,270,0.0,1.87178,81,-7.37235119,112.7816993
2024-02-10,Stasiun Meteorologi Perak 1,48.6,26.8,90.0,0.0,270,0.0,1.2362,104,-7.223150593,112.7240614
2024-02-10,Stasiun Meteorologi Maritim Tanjung Perak,32.6,27.3,88.0,0.0,270,0.0,1.2362,104,-7.204320905,112.7351022
2024-02-11,Stasiun Meteorologi Juanda,0.2,26.2,90.0,0.0,270,0.0,5.19087,13,-7.37235119,112.7816993
2024-02-11,Stasiun Meteorologi Perak 1,7.7,26.7,87.0,0.0,270,0.0,1.70024,62,-7.223150593,112.7240614
2024-02-11,Stasiun Meteorologi Maritim Tanjung Perak,9.5,27.6,84.0,0.0,270,0.0,1.70024,62,-7.204320905,112.7351022
2024-02-12,Stasiun Meteorologi Juanda,84.5,27.9,85.0,0.0,270,0.0,2.67129,8,-7.37235119,112.7816993
2024-02-12,Stasiun Meteorologi Perak 1,50.0,28.6,82.0,0.0,270,0.0,1.40168,94,-7.223150593,112.7240614
2024-02-12,Stasiun Meteorologi Maritim Tanjung Perak,39.0,29.2,78.0,0.0,270,0.0,1.40168,94,-7.204320905,112.7351022
2024-02-13,Stasiun Meteorologi Juanda,19.2,29.5,79.0,0.0,270,0.0,2.1577,95,-7.37235119,112.7816993
2024-02-13,Stasiun Meteorologi Perak 1,5.0,29.1,81.0,0.0,270,0.0,2.0712,110,-7.223150593,112.7240614
2024-02-13,Stasiun Meteorologi Maritim Tanjung Perak,3.5,29.6,78.0,0.0,270,0.0,2.0712,110,-7.204320905,112.7351022
2024-02-14,Stasiun Meteorologi Juanda,0.8,29.0,86.0,0.0,270,0.0,1.33259,56,-7.37235119,112.7816993
2024-02-14,Stasiun Meteorologi Perak 1,4.5,28.9,85.0,0.0,270,0.0,0.53815,112,-7.223150593,112.7240614
2024-02-14,Stasiun Meteorologi Maritim Tanjung Perak,16.7,29.1,84.0,0.0,270,0.0,0.53815,112,-7.204320905,112.7351022
2024-02-15,Stasiun Meteorologi Juanda,0.5,29.3,82.0,0.0,270,0.0,2.95889,150,-7.37235119,112.7816993
2024-02-15,Stasiun Meteorologi Perak 1,0.1,29.8,76.0,0.0,270,0.0,1.43294,144,-7.223150593,112.7240614
2024-02-15,Stasiun Meteorologi Maritim Tanjung Perak,0.5,30.5,74.0,0.0,270,0.0,1.43294,144,-7.204320905,112.7351022
2024-02-16,Stasiun Meteorologi Juanda,0.1,29.2,81.0,0.0,270,0.0,1.88807,122,-7.37235119,112.7816993
2024-02-16,Stasiun Meteorologi Perak 1,0.1,29.7,79.0,0.0,270,0.0,0.90344,109,-7.223150593,112.7240614
2024-02-16,Stasiun Meteorologi Maritim Tanjung Perak,0.3,30.2,76.0,0.0,270,0.0,0.90344,109,-7.204320905,112.7351022
2024-02-17,Stasiun Meteorologi Juanda,0.1,28.0,85.0,0.0,270,0.0,1.9005,87,-7.37235119,112.7816993
2024-02-17,Stasiun Meteorologi Perak 1,0.4,28.7,80.0,0.0,270,0.0,1.08941,106,-7.223150593,112.7240614
2024-02-17,Stasiun Meteorologi Maritim Tanjung Perak,0.5,29.3,77.0,0.0,270,0.0,1.08941,106,-7.204320905,112.7351022
2024-02-18,Stasiun Meteorologi Juanda,40.0,28.1,83.0,0.0,270,0.0,1.01961,349,-7.37235119,112.7816993
2024-02-18,Stasiun Meteorologi Perak 1,0.1,28.5,81.0,0.0,270,0.0,0.35778,34,-7.223150593,112.7240614
2024-02-18,Stasiun Meteorologi Maritim Tanjung Perak,0.4,29.1,78.0,0.0,270,0.0,0.35778,34,-7.204320905,112.7351022
2024-02-19,Stasiun Meteorologi Juanda,,29.4,82.0,0.0,270,0.0,1.63003,169,-7.37235119,112.7816993
2024-02-19,Stasiun Meteorologi Perak 1,0.0,29.7,79.0,0.0,270,0.0,0.62551,118,-7.223150593,112.7240614
2024-02-19,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.9,79.0,0.0,270,0.0,0.62551,118,-7.204320905,112.7351022
2024-02-20,Stasiun Meteorologi Juanda,17.9,29.4,80.0,0.0,270,0.0,2.24266,129,-7.37235119,112.7816993
2024-02-20,Stasiun Meteorologi Perak 1,0.1,30.4,75.0,0.0,270,0.0,1.14289,113,-7.223150593,112.7240614
2024-02-20,Stasiun Meteorologi Maritim Tanjung Perak,0.0,31.1,72.0,0.0,270,0.0,1.14289,113,-7.204320905,112.7351022
2024-02-21,Stasiun Meteorologi Juanda,0.1,28.4,87.0,0.0,270,0.0,1.96711,105,-7.37235119,112.7816993
2024-02-21,Stasiun Meteorologi Perak 1,0.0,29.1,80.0,0.0,270,0.0,1.47041,100,-7.223150593,112.7240614
2024-02-21,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.7,78.0,0.0,270,0.0,1.47041,100,-7.204320905,112.7351022
2024-02-22,Stasiun Meteorologi Juanda,26.0,29.0,82.0,0.0,270,0.0,2.55306,40,-7.37235119,112.7816993
2024-02-22,Stasiun Meteorologi Perak 1,24.4,30.1,76.0,0.0,270,0.0,1.46316,82,-7.223150593,112.7240614
2024-02-22,Stasiun Meteorologi Maritim Tanjung Perak,2.5,30.9,73.0,0.0,270,0.0,1.46316,82,-7.204320905,112.7351022
2024-02-23,Stasiun Meteorologi Juanda,12.5,29.2,83.0,0.0,270,0.0,2.05267,86,-7.37235119,112.7816993
2024-02-23,Stasiun Meteorologi Perak 1,7.2,29.2,84.0,0.0,270,0.0,1.4709,100,-7.223150593,112.7240614
2024-02-23,Stasiun Meteorologi Maritim Tanjung Perak,0.5,29.9,80.0,0.0,270,0.0,1.4709,100,-7.204320905,112.7351022
2024-02-24,Stasiun Meteorologi Juanda,,28.6,82.0,0.0,270,0.0,2.38287,141,-7.37235119,112.7816993
2024-02-24,Stasiun Meteorologi Perak 1,0.1,29.3,79.0,0.0,270,0.0,0.96141,141,-7.223150593,112.7240614
2024-02-24,Stasiun Meteorologi Maritim Tanjung Perak,0.1,29.8,76.0,0.0,270,0.0,0.96141,141,-7.204320905,112.7351022
2024-02-25,Stasiun Meteorologi Juanda,0.1,27.8,82.0,0.0,270,0.0,2.88262,64,-7.37235119,112.7816993
2024-02-25,Stasiun Meteorologi Perak 1,0.0,28.3,80.0,0.0,270,0.0,1.60447,93,-7.223150593,112.7240614
2024-02-25,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.0,78.0,0.0,270,0.0,1.60447,93,-7.204320905,112.7351022
2024-02-26,Stasiun Meteorologi Juanda,0.4,27.4,85.0,0.0,270,0.0,4.07916,33,-7.37235119,112.7816993
2024-02-26,Stasiun Meteorologi Perak 1,0.6,28.3,81.0,0.0,270,0.0,1.87186,81,-7.223150593,112.7240614
2024-02-26,Stasiun Meteorologi Maritim Tanjung Perak,0.8,28.9,78.0,0.0,270,0.0,1.87186,81,-7.204320905,112.7351022
2024-02-27,Stasiun Meteorologi Juanda,69.0,28.9,81.0,0.0,270,0.0,1.73806,138,-7.37235119,112.7816993
2024-02-27,Stasiun Meteorologi Perak 1,3.4,29.2,78.0,0.0,270,0.0,1.30002,118,-7.223150593,112.7240614
2024-02-27,Stasiun Meteorologi Maritim Tanjung Perak,3.0,30.1,74.0,0.0,270,0.0,1.30002,118,-7.204320905,112.7351022
2024-02-28,Stasiun Meteorologi Juanda,0.0,28.8,84.0,0.0,270,0.0,1.87571,138,-7.37235119,112.7816993
2024-02-28,Stasiun Meteorologi Perak 1,0.0,28.9,83.0,0.0,270,0.0,0.71331,129,-7.223150593,112.7240614
2024-02-28,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.4,82.0,0.0,270,0.0,0.71331,129,-7.204320905,112.7351022
2024-02-29,Stasiun Meteorologi Juanda,0.1,29.4,82.0,0.0,270,0.0,2.69258,158,-7.37235119,112.7816993
2024-02-29,Stasiun Meteorologi Perak 1,73.3,29.1,82.0,0.0,270,0.0,0.93035,126,-7.223150593,112.7240614
2024-02-29,Stasiun Meteorologi Maritim Tanjung Perak,24.1,29.7,79.0,0.0,270,0.0,0.93035,126,-7.204320905,112.7351022
2024-03-01,Stasiun Meteorologi Juanda,4.0,27.9,86.0,0.0,270,0.0,2.13991,37,-7.37235119,112.7816993
2024-03-01,Stasiun Meteorologi Perak 1,0.0,28.6,82.0,0.0,270,0.0,0.76446,79,-7.223150593,112.7240614
2024-03-01,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.2,79.0,0.0,270,0.0,0.76446,79,-7.204320905,112.7351022
2024-03-02,Stasiun Meteorologi Juanda,10.8,28.8,82.0,0.0,270,0.0,2.95357,62,-7.37235119,112.7816993
2024-03-02,Stasiun Meteorologi Perak 1,8.0,29.1,81.0,0.0,270,0.0,2.0505,90,-7.223150593,112.7240614
2024-03-02,Stasiun Meteorologi Maritim Tanjung Perak,9.2,29.7,78.0,0.0,270,0.0,2.0505,90,-7.204320905,112.7351022
2024-03-03,Stasiun Meteorologi Juanda,1.0,28.5,84.0,0.0,270,0.0,4.27201,35,-7.37235119,112.7816993
2024-03-03,Stasiun Meteorologi Perak 1,0.1,29.6,79.0,0.0,270,0.0,2.03922,79,-7.223150593,112.7240614
2024-03-03,Stasiun Meteorologi Maritim Tanjung Perak,0.1,30.2,75.0,0.0,270,0.0,2.03922,79,-7.204320905,112.7351022
2024-03-04,Stasiun Meteorologi Juanda,0.5,28.7,85.0,0.0,270,0.0,1.50127,150,-7.37235119,112.7816993
2024-03-04,Stasiun Meteorologi Perak 1,0.0,28.6,85.0,0.0,270,0.0,1.23268,111,-7.223150593,112.7240614
2024-03-04,Stasiun Meteorologi Maritim Tanjung Perak,0.1,29.1,82.0,0.0,270,0.0,1.23268,111,-7.204320905,112.7351022
2024-03-05,Stasiun Meteorologi Juanda,0.1,28.9,85.0,0.0,270,0.0,1.33477,103,-7.37235119,112.7816993
2024-03-05,Stasiun Meteorologi Perak 1,8.4,28.7,84.0,0.0,270,0.0,0.96974,102,-7.223150593,112.7240614
2024-03-05,Stasiun Meteorologi Maritim Tanjung Perak,4.5,29.5,79.0,0.0,270,0.0,0.96974,102,-7.204320905,112.7351022
2024-03-06,Stasiun Meteorologi Juanda,0.1,30.2,78.0,0.0,270,0.0,1.50733,96,-7.37235119,112.7816993
2024-03-06,Stasiun Meteorologi Perak 1,0.0,30.2,77.0,0.0,270,0.0,0.85362,97,-7.223150593,112.7240614
2024-03-06,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.8,75.0,0.0,270,0.0,0.85362,97,-7.204320905,112.7351022
2024-03-07,Stasiun Meteorologi Juanda,14.5,28.9,85.0,0.0,270,0.0,2.61276,135,-7.37235119,112.7816993
2024-03-07,Stasiun Meteorologi Perak 1,1.2,29.5,84.0,0.0,270,0.0,0.96307,118,-7.223150593,112.7240614
2024-03-07,Stasiun Meteorologi Maritim Tanjung Perak,4.3,30.0,82.0,0.0,270,0.0,0.96307,118,-7.204320905,112.7351022
2024-03-08,Stasiun Meteorologi Juanda,2.8,29.0,83.0,0.0,270,0.0,3.22633,30,-7.37235119,112.7816993
